诊断名,诊断码
颈静脉球肿瘤,D44.703
累及多个腺体动态未定或动态未知的肿瘤,D44.800
多内分泌腺瘤病,D44.800x002
累及多个腺体肿瘤,D44.801
多发性内分泌腺瘤病,D44.802
内分泌腺的动态未定或动态未知的肿瘤,D44.900
内分泌腺交界性肿瘤,D44.900x001
内分泌腺肿瘤,D44.901
真性红细胞增多症,D45.x00
难治性贫血不伴有环形铁粒幼细胞，如此述及的,D46.000
骨髓再生不良性贫血,D46.000x002
再生不良性贫血,D46.000x003
难治性贫血伴单系病态造血,D46.001
难治性贫血伴有环形铁粒幼细胞,D46.100
伴环形铁粒幼红细胞的难治性贫血合并血小板显著增多,D46.100x002
伴环形铁粒幼红细胞的难治性贫血合并血小板显著增多伴缓解,D46.100x012
难治性贫血伴有胚细胞过多,D46.200
难治贫血伴有胚细胞过多-I型,D46.201x001
难治性贫血伴有胚细胞过多-II型,D46.203
难治性贫血,D46.400
难治性贫血伴多系病态造血,D46.500
MDS-5q-综合症,D46.600
骨髓增生异常综合征，其他的,D46.700
难治性血细胞减少伴单一系列病态造血,D46.700x001
难治性中性粒细胞减少症,D46.700x002
难治性血小板减少症,D46.700x003
不能分型的骨髓异常增生综合征,D46.700x006
儿童骨髓异常增生综合征,D46.700x007
儿童难治性血细胞减少,D46.700x008
骨髓增生异常综合征,D46.900
骨髓增生异常性贫血,D46.900x002
骨髓发育不良综合征,D46.900x004
治疗相关性AML和MDS,D46.900x006
白血病前期综合征,D46.901
动态未定和动态未知的组织细胞和肥大细胞瘤,D47.000
懒性系统性肥大细胞增多症,D47.001
肥大细胞肿瘤，未特指,D47.002
肥大细胞瘤，未特指,D47.003
非肥大细胞系的造血系统增生疾病,D47.004
慢性骨髓增生性疾病,D47.100
慢性骨髓增殖性肿瘤,D47.100x004
慢性骨髓增殖性疾病（不能分型）,D47.100x007
骨髓增生异常性/骨髓增殖性肿瘤（不能分型）,D47.100x008
唐氏综合征相关的骨髓增殖性疾病,D47.100x009
慢性骨髓增殖性疾病伴缓解（不能分型）,D47.100x017
骨髓增生异常性/骨髓增殖性肿瘤伴缓解（不能分型）,D47.100x018
慢性中性粒细胞性白血病伴缓解,D47.100x019
慢性中性粒细胞白血病,D47.101
意义未明的单克隆丙种球蛋白病,D47.200
单克隆免疫球蛋白沉积病,D47.200x003
副蛋白血症相关神经病,D47.200x004+G63.1*
神经病伴副蛋白血症,D47.200x005+G63.1*
特发性（出血性）血小板增多症,D47.300
骨髓纤维瘤,D47.400
慢性原发性（特发性）骨髓纤维化,D47.401
（特发性）（髓样化生性）骨髓纤维化,D47.402
（巨核细胞性）骨髓硬化伴有髓样化生的,D47.403
继发性骨髓纤维化骨髓增殖性疾病,D47.404
慢性嗜酸性粒细胞白血病,D47.500
淋巴、造血和有关组织其他特指的动态未定或动态未知的肿瘤,D47.700
B淋巴细胞克隆性疾病,D47.700x005
原发性系统性淀粉样变性,D47.700x006
Castleman病,D47.700x007
儿童Castleman病,D47.700x008
局限性Castleman病,D47.700x009
多中心性Castleman病,D47.700x010
血管滤泡性淋巴细胞增生病,D47.700x011
血管中心性免疫增生性损害,D47.701
血管免疫母细胞淋巴结病,D47.702
T-γ淋巴组织增生性疾病,D47.703
淋巴、造血和有关组织的动态未定或动态未知的肿瘤,D47.900
淋巴细胞增殖性疾病,D47.900x001
移植后淋巴增殖性疾病,D47.900x002
骨和关节软骨动态未定或动态未知的肿瘤,D48.000
骨交界性肿瘤,D48.000x001
上颌骨交界性肿瘤,D48.000x004
髂骨交界性肿瘤,D48.000x028
骨肿瘤,D48.001
颅骨动态未定肿瘤,D48.002
颅骨肿瘤,D48.003
面骨动态未定肿瘤,D48.004
面骨肿瘤,D48.005
锁骨动态未定肿瘤,D48.006
锁骨肿瘤,D48.007
胸骨动态未定肿瘤,D48.008
胸骨肿瘤,D48.009
肋骨动态未定肿瘤,D48.010
肋骨肿瘤,D48.011
脊柱动态未定肿瘤,D48.012
脊柱肿瘤,D48.013
盆骨动态未定肿瘤,D48.014
盆骨肿瘤,D48.015
骶骨动态未定肿瘤,D48.016
骶骨肿瘤,D48.017
上肢骨动态未定肿瘤,D48.018
上肢骨肿瘤,D48.019
下肢骨动态未定肿瘤,D48.020
下肢骨肿瘤,D48.021
关节动态未定肿瘤,D48.022
关节肿瘤,D48.023
结缔组织和其他软组织动态未定或动态未知的肿瘤,D48.100
骶前结缔组织交界性肿瘤,D48.100x003
滑膜交界性肿瘤,D48.100x006
结缔组织交界性肿瘤,D48.100x007
颈静脉交界性肿瘤,D48.100x008
软组织交界性肿瘤,D48.100x009
腹部结缔组织交界性肿瘤,D48.100x018
盆腔结缔组织交界性肿瘤,D48.100x020
背部结缔组织交界性肿瘤,D48.100x021
脑血管交界性肿瘤,D48.100x023
血管交界性肿瘤,D48.100x024
肢端结缔组织交界性肿瘤,D48.100x025
头部结缔组织动态未定肿瘤,D48.101
头部结缔组织肿瘤,D48.102
面结缔组织动态未定肿瘤,D48.103
面结缔组织肿瘤,D48.104
耳结缔组织动态未定肿瘤,D48.105
耳结缔组织肿瘤,D48.106
颈部结缔组织动态未定肿瘤,D48.107
颈部结缔组织肿瘤,D48.108
躯干结缔组织动态未定肿瘤,D48.109
躯干结缔组织肿瘤,D48.110
腋下结缔组织动态未定肿瘤,D48.111
腋下结缔组织肿瘤,D48.112
肩结缔组织动态未定肿瘤,D48.113
肩结缔组织肿瘤,D48.114
胸壁结缔组织动态未定肿瘤,D48.115
胸壁结缔组织肿瘤,D48.116
腹壁结缔组织动态未定肿瘤,D48.117
腹壁结缔组织肿瘤,D48.118
腰结缔组织动态未定肿瘤,D48.119
腰结缔组织肿瘤,D48.120
腹股沟结缔组织动态未定肿瘤,D48.121
腹股沟结缔组织肿瘤,D48.122
骶结缔组织动态未定肿瘤,D48.123
骶结缔组织肿瘤,D48.124
臀结缔组织动态未定肿瘤,D48.125
臀结缔组织肿瘤,D48.126
会阴结缔组织动态未定肿瘤,D48.127
会阴结缔组织肿瘤,D48.128
直肠阴道隔结缔组织动态未定肿瘤,D48.129
直肠阴道隔结缔组织肿瘤,D48.130
上肢结缔组织动态未定肿瘤,D48.131
上肢结缔组织肿瘤,D48.132
下肢结缔组织动态未定肿瘤,D48.133
下肢结缔组织肿瘤,D48.134
周围神经和自主神经系统动态未定或动态未知的肿瘤,D48.200
周围神经和自主神经系统交界性肿瘤,D48.200x001
头周围神经和自主神经交界性肿瘤,D48.200x002
面周围神经和自主神经交界性肿瘤,D48.200x003
颈周围神经和自主神经交界性肿瘤,D48.200x004
耳周围神经和自主神经交界性肿瘤,D48.200x005
颞下窝周围神经和自主神经交界性肿瘤,D48.200x006
翼腭窝周围神经和自主神经交界性肿瘤,D48.200x007
咽旁间隙周围神经和自主神经交界性肿瘤,D48.200x008
咽后间隙周围神经和自主神经交界性肿瘤,D48.200x009
眼睑周围神经和自主神经交界性肿瘤,D48.200x010
鼻周围神经和自主神经交界性肿瘤,D48.200x011
上肢周围神经和自主神经交界性肿瘤,D48.200x012
肩周围神经和自主神经交界性肿瘤,D48.200x013
手周围神经和自主神经交界性肿瘤,D48.200x014
腕周围神经和自主神经交界性肿瘤,D48.200x015
臂神经交界性肿瘤,D48.200x016
臂丛交界性肿瘤,D48.200x017
正中神经交界性肿瘤,D48.200x018
桡神经交界性肿瘤,D48.200x019
尺神经交界性肿瘤,D48.200x020
髋周围神经和自主神经交界性肿瘤,D48.200x022
足周围神经和自主神经交界性肿瘤,D48.200x023
髂周围神经和自主神经交界性肿瘤,D48.200x024
踝周围神经和自主神经交界性肿瘤,D48.200x025
股神经交界性肿瘤,D48.200x026
闭孔神经交界性肿瘤,D48.200x027
坐骨神经交界性肿瘤,D48.200x028
胸周围神经和自主神经交界性肿瘤,D48.200x029
腋周围神经和自主神经交界性肿瘤,D48.200x030
膈周围神经和自主神经交界性肿瘤,D48.200x031
肩胛区周围神经和自主神经交界性肿瘤,D48.200x032
肋间神经交界性肿瘤,D48.200x033
腹周围神经和自主神经交界性肿瘤,D48.200x034
脐周围神经和自主神经交界性肿瘤,D48.200x035
骨盆周围神经和自主神经交界性肿瘤,D48.200x036
臀周围神经和自主神经交界性肿瘤,D48.200x037
腹股沟周围神经和自主神经交界性肿瘤,D48.200x038
会阴周围神经和自主神经交界性肿瘤,D48.200x039
骶周围神经和自主神经交界性肿瘤,D48.200x040
骶尾周围神经和自主神经交界性肿瘤,D48.200x041
直肠膀胱隔周围神经和自主神经交界性肿瘤,D48.200x042
直肠阴道隔周围神经和自主神经交界性肿瘤,D48.200x043
直肠周围周围神经和自主神经交界性肿瘤,D48.200x044
坐骨直肠窝周围神经和自主神经交界性肿瘤,D48.200x045
盆腔周围神经和自主神经交界性肿瘤,D48.200x046
腰骶丛交界性肿瘤,D48.200x047
骶神经交界性肿瘤,D48.200x048
骶丛交界性肿瘤,D48.200x049
背周围神经和自主神经交界性肿瘤,D48.200x051
腰周围神经和自主神经交界性肿瘤,D48.200x052
腰神经交界性肿瘤,D48.200x053
周围神经肿瘤,D48.201
自主神经肿瘤,D48.202
头颈部周围神经动态未定肿瘤,D48.203
头颈部周围神经肿瘤,D48.204
头颈部自主神经动态未定肿瘤,D48.205
头颈部自主神经肿瘤,D48.206
躯干周围神经动态未定肿瘤,D48.207
躯干周围神经肿瘤,D48.208
躯干自主神经动态未定肿瘤,D48.209
躯干自主神经肿瘤,D48.210
上肢周围神经动态未定肿瘤,D48.211
上肢周围神经肿瘤,D48.212
上肢自主神经动态未定肿瘤,D48.213
上肢自主神经肿瘤,D48.214
下肢周围神经动态未定肿瘤,D48.215
下肢周围神经肿瘤,D48.216
下肢自主神经动态未定肿瘤,D48.217
下肢自主神经肿瘤,D48.218
腹膜后腔动态未定或动态未知的肿瘤,D48.300
腹膜后交界性肿瘤,D48.300x001
腹膜后肿瘤,D48.301
腹膜动态未定或动态未知的肿瘤,D48.400
腹膜交界性肿瘤,D48.400x002
直肠子宫陷凹交界性肿瘤,D48.400x003
腹膜肿瘤,D48.401
肠系膜动态未定肿瘤,D48.402
肠系膜肿瘤,D48.403
皮肤动态未定或动态未知的肿瘤,D48.500
鼻部皮肤交界性肿瘤,D48.500x002
臀部皮肤交界性肿瘤,D48.500x003
耳部皮肤交界性肿瘤,D48.500x004
皮肤交界性肿瘤,D48.500x005
躯干皮肤交界性肿瘤,D48.500x006
眼睑交界性肿瘤,D48.500x007
头皮交界性肿瘤,D48.500x008
面部皮肤交界性肿瘤,D48.500x009
手部皮肤交界性肿瘤,D48.500x010
肢体皮肤交界性肿瘤,D48.500x011
毛囊漏斗部交界性肿瘤,D48.500x012
耵聍腺交界性肿瘤,D48.500x014
皮肤肿瘤,D48.501
头颈部皮肤动态未定肿瘤,D48.502
头颈部皮肤肿瘤,D48.503
躯干皮肤动态未定肿瘤,D48.504
躯干皮肤肿瘤,D48.505
乳房皮肤动态未定肿瘤,D48.506
乳房皮肤肿瘤,D48.507
肛门边缘动态未定肿瘤,D48.508
肛门边缘肿瘤,D48.509
肛门皮肤动态未定肿瘤,D48.510
肛门皮肤肿瘤,D48.511
肛周皮肤动态未定肿瘤,D48.512
肛周皮肤肿瘤,D48.513
上肢皮肤动态未定肿瘤,D48.514
上肢皮肤肿瘤,D48.515
下肢皮肤动态未定肿瘤,D48.516
下肢皮肤肿瘤,D48.517
鼻皮肤动态未定肿瘤,D48.518
耳皮肤动态未定肿瘤,D48.519
乳房动态未定或动态未知的肿瘤,D48.600
乳房交界性肿瘤,D48.600x001
乳腺肿瘤,D48.601
"动态未定或动态未知的肿瘤,其他特指部位的",D48.700
背部交界性肿瘤,D48.700x001
腹部交界性肿瘤,D48.700x004
腹股沟交界性肿瘤,D48.700x005
颊部交界性肿瘤,D48.700x007
肢端交界性肿瘤,D48.700x010
手部交界性肿瘤,D48.700x013
臀部交界性肿瘤,D48.700x015
腕部交界性肿瘤,D48.700x016
胸部交界性肿瘤,D48.700x019
眶交界性肿瘤,D48.700x021
腋下交界性肿瘤,D48.700x023
面部交界性肿瘤,D48.700x025
颅眶沟通交界性肿瘤,D48.700x026
颅鼻眶沟通交界性肿瘤,D48.700x027
头颈部动态未定肿瘤,D48.701
头颈部肿瘤,D48.702
眼动态未定肿瘤,D48.703
眼肿瘤,D48.704
眶周围神经动态未定肿瘤,D48.705
眶周围神经肿瘤,D48.706
躯干动态未定肿瘤,D48.707
躯干肿瘤,D48.708
胸腔动态未定肿瘤,D48.709
胸腔肿瘤,D48.710
心脏动态未定肿瘤,D48.711
心脏肿瘤,D48.712
腹腔动态未定肿瘤,D48.713
腹腔肿瘤,D48.714
盆腔动态未定肿瘤,D48.715
盆腔肿瘤,D48.716
上肢动态未定肿瘤,D48.717
上肢肿瘤,D48.718
下肢动态未定肿瘤,D48.719
下肢肿瘤,D48.720
骶动态未定或动态未知肿瘤,D48.721
背动态未定肿瘤,D48.722
臀动态未定肿瘤,D48.723
手动态未定肿瘤,D48.724
腋动态未定肿瘤,D48.725
动态未定或动态未知的肿瘤,D48.900
肿瘤引起的脑积水,D48.900x004+G94.1*
肿瘤引起的变形性骨炎,D48.900x005+M90.6*
副肿瘤相关性边缘叶脑炎,D48.900x010+G05.8*
副肿瘤相关性周围神经病,D48.900x011+G63.1*
副肿瘤综合征相关性肌无力综合征,D48.900x012+G73.2*
肿瘤相关性肌炎,D48.900x013+M63.8*
肿瘤相关性视网膜病,D48.900x014+H36.8*
瘤,D48.901
新生物,D48.902
肿瘤性病理性骨折,D48.903+M90.7*
肿瘤相关性皮肌炎,D48.904+M36.0*
副肿瘤性小脑共济失调,D48.905+G13.1*
肿瘤性贫血,D48.906+D63.0*
神经系统副肿瘤综合征,D48.907+G13.0*
继发于（慢性）失血的缺铁性贫血,D50.000
慢性失血性贫血,D50.001
缺铁性吞咽困难,D50.100
普卢默-文森综合征,D50.101
凯利-佩特森综合征,D50.102
"缺铁性贫血,其他的",D50.800
正细胞低色素性贫血,D50.800x001
小细胞低色素性贫血,D50.801
缺铁性贫血,D50.900
低色素性贫血,D50.901
内在因子缺乏引起的维生素B12缺乏性贫血,D51.000
恶性贫血,D51.001
亨特舌炎,D51.002
内在因子缺乏引起维生素B12缺乏性贫血性脊髓后侧索硬化,D51.003+G32.0*
选择性维生素B12吸收不良伴有蛋白尿引起的维生素B12缺乏性贫血,D51.100
巨幼细胞遗传性贫血,D51.101
伊梅斯隆德综合征,D51.102
转钴胺素Ⅱ缺乏,D51.200
转钴胺素Ⅱ缺乏性贫血,D51.200x001
饮食性维生素B12缺乏性贫血，其他的,D51.300
绝对素食者贫血,D51.301
饮食性维生素B12缺乏性贫血性脊髓后侧索硬化,D51.302+G32.0*
维生素B12缺乏性贫血，其他的,D51.800
维生素B12缺乏性贫血,D51.900
维生素B12缺乏性贫血性脊髓后侧索硬化,D51.901+G32.0*
饮食性叶酸盐缺乏性贫血,D52.000
营养性大细胞性贫血,D52.000x001
饮食性叶酸缺乏性贫血,D52.000x003
营养性巨幼细胞性贫血,D52.001
药物性叶酸盐缺乏性贫血,D52.100
叶酸缺乏性贫血，其他的,D52.800
叶酸盐缺乏性贫血,D52.900
叶酸缺乏性贫血,D52.900x001
蛋白缺乏性贫血,D53.000
乳清酸尿性贫血,D53.001
氨基酸缺乏性贫血,D53.002
巨幼细胞性贫血，其他的，不可归类在他处者,D53.100
维生素C缺乏性贫血,D53.200
营养性贫血，其他特指的,D53.800
缺铜性贫血,D53.801
缺锌性贫血,D53.802
缺钼性贫血,D53.803
维生素D缺乏性贫血,D53.804
营养性贫血,D53.900
慢性单纯性贫血,D53.901
葡萄糖6-磷酸脱氢酶[G6PD]缺乏性贫血,D55.000
蚕豆病,D55.001
谷胱甘肽代谢紊乱性贫血，其他的,D55.100
谷胱甘肽代谢紊乱性贫血,D55.100x001
已糖磷酸盐酶缺乏性贫血,D55.100x003
遗传性非球形细胞性溶血性贫血Ⅰ型,D55.101
糖酵解酶代谢紊乱性贫血,D55.200
遗传性非球形细胞性溶血性贫血Ⅱ型,D55.201
己糖激酶缺乏性贫血,D55.202
磷酸丙糖异构酶缺乏性贫血,D55.203
丙酮酸激酶缺乏性贫血,D55.204
核苷酸代谢紊乱性贫血,D55.300
酶代谢紊乱性贫血，其他的,D55.800
酶代谢紊乱性贫血,D55.900
α型地中海贫血,D56.000
β型地中海贫血,D56.100
库利贫血,D56.100x001
重型β型地中海贫血,D56.100x003
中间型地中海贫血,D56.101
重型地中海贫血,D56.102
δ-β型地中海贫血,D56.200
地中海贫血特性,D56.300
（β型）地中海贫血轻型,D56.301
遗传性胎儿血红蛋白持续增多症[HPFH],D56.400
地中海贫血，其他的,D56.800
地中海贫血,D56.900
混合型地中海贫血,D56.901
镰状细胞性贫血伴有危象,D57.000
镰状细胞性贫血伴危象,D57.000x001
血红蛋白-SS病伴危象,D57.001
镰状细胞性贫血不伴有危象,D57.100
镰状细胞疾病,D57.100x003
双杂合镰状细胞形成疾患,D57.200
双杂合镰状细胞β型地中海贫血,D57.200x001
血红蛋白-SC病,D57.201
血红蛋白-SD病,D57.202
血红蛋白-SE病,D57.203
镰状细胞地中海贫血,D57.204
镰状细胞特性,D57.300
杂合血红蛋白S病,D57.301
血红蛋白S病,D57.302
镰状细胞疾患，其他的,D57.800
遗传性球形红细胞增多症,D58.000
先天性球形红细胞血性黄疸,D58.000x001
家族性无胆色素尿性黄疸,D58.000x003
先天性溶血性贫血,D58.001
明科夫斯基-消法尔综合征,D58.002
无胆色素尿性黄疸,D58.003
遗传性椭圆形红细胞增多症,D58.100
先天性椭圆形红细胞增多症,D58.100x002
遗传性卵形红细胞症,D58.100x004
先天性卵形红细胞症,D58.101
血红蛋白病，其他的,D58.200
异常的血红蛋白,D58.200x002
血红蛋白病,D58.200x004
不稳定血红蛋白溶血病,D58.200x006
血红蛋白-C病,D58.201
血红蛋白-D病,D58.202
血红蛋白-E病,D58.203
先天性海因茨小体性贫血,D58.204
血红蛋白增高,D58.205
不稳定血红蛋白病,D58.206
遗传性溶血性贫血，其他特指的,D58.800
口形红细胞增多,D58.800x001
遗传性口形红细胞增多,D58.801
遗传性溶血性贫血,D58.900
溶血性贫血,D58.901
药物性自身免疫性溶血性贫血,D59.000
自身免疫性溶血性贫血，其他的,D59.100
慢性冷性血细胞凝集素病,D59.100x002
冷凝集素性血红蛋白尿,D59.100x005
自身免疫性溶血性贫血,D59.101
冷抗体型自身免疫性溶血性贫血,D59.102
温抗体型自身免疫性溶血性贫血,D59.103
继发性冷性溶血性贫血,D59.104
冷凝集素病,D59.105
药物性非自身免疫性溶血性贫血,D59.200
药物性酶缺乏性贫血,D59.201
溶血-尿毒症综合征,D59.300
溶血-尿毒综合征,D59.300x001
非典型溶血性尿毒症,D59.301
非自身免疫性溶血性贫血，其他的,D59.400
非自身免疫性溶血性贫血,D59.400x001
感染性溶血性贫血,D59.400x002
继发性溶血性贫血,D59.401
传染性溶血性贫血,D59.402
微血管病性溶血性贫血,D59.403
机械性溶血性贫血,D59.404
阵发性夜间血红蛋白尿［马尔基亚法瓦-米凯利］,D59.500
阵发性睡眠性血红蛋白尿,D59.500x001
阵发性夜间性血红蛋白尿伴再生障碍性贫血,D59.501
血红蛋白尿，其他外因性溶血症引起的,D59.600
外因性溶血性血红蛋白尿,D59.600x004
劳力性血红蛋白尿,D59.601
行军性血红蛋白尿,D59.602
阵发性冷性血红蛋白尿,D59.603
血红蛋白尿伴溶血性贫血,D59.604
后天性溶血性贫血，其他的,D59.800
后天性溶血性贫血,D59.900
急性溶血性贫血,D59.901
溶血性黄疸,D59.902
慢性特发性溶血性贫血,D59.903
慢性后天性纯红细胞再生障碍,D60.000
慢性后天性纯红细胞再生障碍性贫血,D60.000x001
短暂后天性纯红细胞再生障碍,D60.100
短暂后天性纯红细胞再生障碍性贫血,D60.100x001
后天性纯红细胞再生障碍，其他的,D60.800
后天性纯红细胞再生障碍,D60.900
纯红细胞再生障碍性贫血,D60.900x001
体质性再生障碍性贫血,D61.000
全血细胞减少症伴畸形,D61.000x006
先天性纯红细胞再生障碍性贫血,D61.001
婴儿纯红细胞再生障碍性贫血,D61.002
原发性纯红细胞再生障碍性贫血,D61.003
布拉克凡-戴蒙德综合征,D61.004
家族性再生不良性贫血,D61.005
先天性再生障碍性贫血,D61.006
范科尼贫血,D61.007
药物性再生障碍性贫血,D61.100
化疗后骨髓抑制,D61.101
药物性骨髓抑制,D61.102
再生障碍性贫血，其他外因引起的,D61.200
外因性再生障碍性贫血,D61.200x002
中毒性贫血,D61.201
放疗后骨髓抑制,D61.202
特发性再生障碍性贫血,D61.300
再生障碍性贫血，其他特指的,D61.800
肝炎相关重型再生障碍性贫血,D61.800x002
肝炎后再生障碍性贫血,D61.801
继发性再生障碍性贫血,D61.802
再生障碍性贫血,D61.900
